"Short Name","Full Name",Year,Term,Faculty,"Course Types",Credits,Instructors,TAs,"Assessment count","Session count","Course outcome","Tagged program objectives"
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Identify health, medication management and safety needs for patients.","1.8.5 determine changes in pharmacotherapy that are required.","3.1.1 Exposure -  Explores own professional ethical considerations, role and scope of practice in IP contexts ","3.1.3 Integration -  Builds confidence in and maintains scope of practice in IP context "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Identify aspects of design that impact patient ability to manage medications.","3.2 Interpretive proficiency","3.4 Information literacy"
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Consider disease and functional/disability information as relevant to the specific design needs. ","1.1.2 demonstrate that the patient's goals are the priority;","1.1.3 determine when it is ethically and professionally appropriate to involve caregivers;","1.1.4 acknowledge and respect the roles and responsibilities of the pharmacist, the patient and/or caregivers, and the patient's other health care professionals (9).","1.2 Elicit and complete an assessment of required information to determine the patient's medication related and other relevant health needs.","1.2.1 elicit the reason(s) for the patient's visit to the pharmacy or encounter with the pharmacist;","1.2.2 obtain and evaluate relevant history from the patient, his/her chart, electronic health record, caregivers and other health care professionals;","1.2.3 order, retrieve and assess relevant lab tests, point-of-care tests, and diagnostic assessments;","1.2.4 perform and interpret findings of relevant physical assessments that are required to","1.2.5 complete an assessment of the patient's ability to take / use / administer his/her medications.","1.3 Assess if a patient's medication-related needs are being met.","1.3.1 evaluate the safety and effectiveness of a patient's medications with consideration of the patient's values and preferences, characteristics, conditions, functional capabilities, other medications and access to health care / monitoring;"
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Describe features of universal design."
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Classify forms of disability and identify functional supports associated with those disabilities."
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Explain the current approach to pharmacy visits for individuals with disabilities, as completed by Alberta Committee on Citizens with Disabilities (ACCD)."
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Develop design features that ensure patients’ medication access, safety, health and medication management/monitoring"
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Demonstrate patient/client-centered (individual, family, community group) approach in design.","3.7.1 novice ","2.6.1 novice "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Develop writing and presentation skills (oral, written) to demonstrate effectively the team’s final design in front of peers, clients, or experts in design and health services.","1.2.3 competent "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Actively listen and engage in negotiation with clients to effectively plan the approach for the project."
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Professional Roles a.	Share and evaluate own professional values and culture (translates knowledge to team members) b.	Articulate and share knowledge of other professional roles c.	Consult, seeks advice and confer with other professionals d.	Adapt professional role within a given context/ environment","3.5.3 competent ","1.2.3 competent ","1.5.1 novice ","3.1.2 Immersion -  Shares and evaluates own professional values and culture (translates knowledge to team members) ","3.1.5 Immersion -  Articulates and shares knowledge of other professional roles ","3.2.3 Immersion -  Consults, seeks advice and confers with other professionals "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Communication  a.	Integrate feedback into professional and team practice b.	Match level and mode of communication to the needs of team members c.	Actively listen and be receptive to the knowledge and opinions of others d.	Analyze conflict effectively and employ appropriate conflict resolution techniques/models e.	Develop presentations that consider the audience background, context, and learning needs","1.5.3 competent ","3.5.3 competent ","4.1.11 Immersion -  1C3. Active listening and respect for others opinions and practices are consistently demonstrated","4.1.2 Immersion -  Matches level and mode of communication to the needs of team members (patient, family, health professionals)","4.1.12 Integration -  Integrates feedback into professional and team practice "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Collaboration a.	Identify and employ appropriate technologies to facilitate collaboration b.	Employ appropriate team role behaviours to support team function c.	Takes action in instances where there is a lack of inclusivity, respect, or trust on the team d.	Identify opportunities to improve team outcomes  e.	Negotiate action with team members to plan and execute team tasks","3.5.3 competent ","3.4.3 competent ","2.4.1 novice ","1.2.3 competent ","1.5.3 competent ","1.1.3 Exposure -  Identifies and employs appropriate technologies to facilitate collaboration ","2.1.2 Immersion -  Employs appropriate team role behaviors to support team function ","1.2.5 Integration -  Takes action in instances where there is a lack of inclusivity, respect, or trust on the team "
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Reflection a.	Takes action based on reflection to improve personal and team performance  b.	Reflect on pharmacists’ contribution to the process. c.	Explore strengths and weaknesses in team composition and process","2.2.25 Immersion -  Takes action based on reflection to improve professional and team performance ","2.2.10 Exposure -  Explores strengths and weaknesses in team composition and process ","2.2.1 Exposure -  Identifies professional requirements for self-reflection"
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)",2017,Fall,"Faculty of Pharmacy and Pharmaceutical Sciences","BSc in Pharmacy",3,"Cheryl Sadowski",,7,14,"Express empathy for those experiencing disabilities, impairments, or handicaps."
